crop,disease,image_location,description,treatment
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/539.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/540.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/541.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/542.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/543.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/544.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/545.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/546.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/547.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/548.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/549.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/550.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/551.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/552.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/553.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/554.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/555.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/556.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/557.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/558.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/559.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/560.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/561.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/562.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/563.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/564.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/565.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/566.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/567.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/568.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/569.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/570.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/571.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/572.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/573.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/574.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/575.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/576.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/577.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/578.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/579.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/580.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/581.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/582.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/583.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/584.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/585.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/586.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/587.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/588.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/589.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/590.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/591.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/592.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/593.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/594.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/595.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/596.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/597.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/598.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/599.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/600.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/601.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/602.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/603.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/604.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/605.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/606.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/607.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/608.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/609.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/610.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/611.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/612.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/613.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/614.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/615.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/616.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/617.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/618.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/619.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/620.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/621.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/622.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/623.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/624.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/625.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/626.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/627.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/628.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/629.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/630.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/631.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/632.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/633.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/634.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/635.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/636.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/637.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/638.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/639.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/640.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/641.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/642.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/643.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/644.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/645.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/646.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/647.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/648.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/649.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/650.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/651.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/652.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/653.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/654.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/655.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/656.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/657.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/658.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/659.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/660.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/661.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/662.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/663.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/664.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/665.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/666.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/667.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/668.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/669.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/670.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/671.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/672.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/673.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/674.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/675.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/676.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/677.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/678.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/679.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/680.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/681.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/682.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/683.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/684.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/685.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/686.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/687.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/688.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/689.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/690.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/691.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/692.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/693.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/694.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
Tomato,Bacterial Spot,data/crops_diseases/images/Tomato___Bacterial_spot/695.jpg,"Bacterial disease causing small, dark spots on leaves and fruits",Use copper-based bactericides and disease-free seeds
